Time,Mesh_Current
12:22.2,1555
12:23.2,1556
12:24.2,1556
12:25.2,1556
12:26.2,1557
12:27.2,1557
12:28.2,1556
12:29.2,1556
12:30.2,1556
12:31.2,1555
12:32.2,1556
12:33.2,1556
12:34.2,1555
12:35.2,1556
12:36.2,1555
12:37.2,1555
12:38.2,1554
12:39.2,1554
12:40.2,1553
12:41.2,1555
12:42.2,1555
12:43.2,1560
12:44.2,1561
12:45.2,1560
12:46.2,1560
12:47.2,1560
12:48.2,1560
12:49.2,1560
12:50.2,1560
12:51.2,1561
12:52.2,1560
12:53.2,1559
12:54.2,1560
12:55.2,1561
12:56.2,1560
12:57.2,1561
12:58.2,1558
12:59.2,1559
13:00.2,1558
13:01.2,1560
13:02.2,1559
13:03.2,1560
13:04.2,1561
13:05.2,1559
13:06.2,1558
13:07.2,1559
13:08.2,1560
13:09.2,1559
13:10.2,1559
13:11.2,1560
13:12.2,1559
13:13.2,1561
13:14.2,1559
13:15.2,1560
13:16.2,1560
13:17.2,1560
13:18.2,1558
13:19.2,1561
13:20.2,1560
13:21.2,1561
13:22.2,1560
13:23.2,1560
13:24.2,1561
13:25.2,1561
13:26.2,1560
13:27.2,1560
13:28.2,1558
13:29.2,1559
13:30.2,1560
13:31.2,1561
13:32.2,1560
13:33.2,1561
13:34.1,1561
13:35.1,1561
13:36.1,1559
13:37.1,1560
13:38.1,1557
13:39.1,1558
13:40.1,1559
13:41.1,1559
13:42.1,1562
13:43.1,1565
13:44.1,1564
13:45.1,1564
13:46.1,1564
13:47.1,1566
13:48.1,1565
13:49.1,1565
13:50.1,1565
13:51.1,1567
13:52.1,1565
13:53.1,1567
13:54.1,1566
13:55.1,1565
13:56.1,1566
13:57.1,1566
13:58.1,1564
13:59.1,1562
14:00.1,1565
14:01.1,1565
14:02.1,1564
14:03.1,1564
14:04.1,1562
14:05.1,1563
14:06.1,1563
14:07.1,1562
14:08.1,1563
14:09.1,1562
14:10.1,1561
14:11.1,1563
14:12.1,1562
14:13.1,1562
14:14.1,1561
14:15.1,1561
14:16.1,1562
14:17.1,1562
14:18.1,1562
14:19.1,1562
14:20.1,1562
14:21.1,1563
14:22.1,1562
14:23.1,1563
14:24.1,1562
14:25.1,1563
14:26.1,1560
14:27.1,1562
14:28.1,1561
14:29.1,1561
14:30.1,1562
14:31.1,1563
14:32.1,1563
14:33.1,1563
14:34.1,1562
14:35.1,1563
14:36.1,1562
14:37.1,1563
14:38.1,1562
14:39.1,1563
14:40.1,1563
14:41.1,1562
14:42.1,1562
14:43.1,1562
14:44.1,1563
14:45.1,1562
14:46.1,1563
14:47.1,1566
14:48.1,1563
14:49.1,1563
14:50.1,1563
14:51.1,1561
14:52.1,1562
14:53.1,1563
14:54.1,1563
14:55.1,1564
14:56.1,1563
14:57.1,1562
14:58.1,1563
14:59.1,1563
15:00.1,1561
15:01.1,1560
15:02.1,1560
15:03.1,1561
15:04.1,1561
15:05.1,1560
15:06.1,1561
15:07.1,1562
15:08.1,1561
15:09.1,1560
15:10.1,1561
15:11.1,1560
15:12.1,1560
15:13.1,1560
15:14.1,1560
15:15.1,1561
15:16.1,1562
15:17.1,1560
15:18.1,1561
15:19.1,1562
15:20.1,1562
15:21.1,1563
15:22.1,1562
15:23.1,1562
15:24.1,1562
15:25.1,1562
15:26.1,1561
15:27.1,1561
15:28.1,1561
15:29.1,1560
15:30.1,1560
15:31.1,1561
15:32.1,1561
15:33.1,1561
15:34.1,1561
15:35.1,1560
15:36.1,2853
15:37.1,43406
15:38.1,60298
15:39.1,60283
15:40.1,60164
15:41.1,60113
15:42.1,60025
15:43.1,59887
15:44.1,60155
15:45.1,60090
15:46.1,60041
15:47.1,59989
15:48.1,59934
15:49.1,59893
15:50.1,59829
15:51.1,59774
15:52.1,59748
15:53.1,59696
15:54.1,59650
15:55.1,59620
15:56.1,59585
15:57.1,59526
15:58.1,59515
15:59.1,59479
16:00.1,59440
16:01.1,59418
16:02.1,59385
16:03.1,59356
16:04.1,59313
16:05.1,59302
16:06.1,59286
16:07.1,59277
16:08.1,59239
16:09.1,59227
16:10.1,59175
16:11.1,59195
16:12.1,59155
16:13.1,59122
16:14.1,59106
16:15.1,59091
16:16.1,59084
16:17.1,59086
16:18.1,59057
16:19.1,59050
16:20.1,59050
16:21.1,59030
16:22.1,59006
16:23.1,58999
16:24.1,58966
16:25.1,58968
16:26.1,58981
16:27.1,58983
16:28.1,58947
16:29.0,58931
16:30.0,58935
16:31.0,58931
16:32.0,58909
16:33.0,58913
16:34.0,58898
16:35.0,58258
16:36.0,58262
16:37.0,58241
16:38.0,58242
16:39.0,57765
16:40.0,57609
16:41.0,57163
16:42.0,56692
16:43.0,56441
16:44.0,56373
16:45.0,56382
16:46.0,55975
16:47.0,55700
16:48.0,55417
16:49.0,55256
16:50.0,55001
16:51.0,54981
16:52.0,54975
16:53.0,54976
16:54.0,54977
16:55.0,54977
16:56.0,54978
16:57.0,54970
16:58.0,54964
16:59.0,54960
17:00.0,54954
17:01.0,54959
17:02.0,54948
17:03.0,54961
17:04.0,54978
17:05.0,54818
17:06.0,54724
17:07.0,54762
17:08.0,54787
17:09.0,54868
17:10.0,54899
17:11.0,54898
17:12.0,54635
17:13.0,54312
17:14.0,54063
17:15.0,53979
17:16.0,53965
17:17.0,53987
17:18.0,53989
17:19.0,53958
17:20.0,53962
17:21.0,53983
17:22.0,54009
17:23.0,54044
17:24.0,54142
17:25.0,54197
17:26.0,54217
17:27.0,54219
17:28.0,54232
17:29.0,54224
17:30.0,54046
17:31.0,54095
17:32.0,54101
17:33.0,54146
17:34.0,54177
17:35.0,54198
17:36.0,54168
17:37.0,54230
17:38.0,54189
17:39.0,54175
17:40.0,54169
17:41.0,54188
17:42.0,54184
17:43.0,54110
17:44.0,54283
17:45.0,54315
17:46.0,54276
17:47.0,54262
17:48.0,54270
17:49.0,54249
17:50.0,54273
17:51.0,54180
17:52.0,54080
17:53.0,54181
17:54.0,54255
17:55.0,54257
17:56.0,54268
17:57.0,54302
17:58.0,54286
17:59.0,54288
18:00.0,54251
18:01.0,54256
18:02.0,54263
18:03.0,54244
18:04.0,54278
18:05.0,54261
18:06.0,54283
18:07.0,54270
18:08.0,54262
18:09.0,54264
18:10.0,54265
18:11.0,54232
18:12.0,54267
18:13.0,54269
18:14.0,54250
18:15.0,54275
18:16.0,54255
18:17.0,54243
18:18.0,54263
18:19.0,54250
18:20.0,54231
18:21.0,54228
18:22.0,54243
18:23.0,54224
18:24.0,54260
18:25.0,54223
18:26.0,54235
18:27.0,54220
18:28.0,54228
18:29.0,54228
18:30.0,54202
18:31.0,54207
18:32.0,54218
18:33.0,54196
18:34.0,54217
18:35.0,54213
18:36.0,54199
18:37.0,54214
18:38.0,54193
18:39.0,54193
18:40.0,54176
18:41.0,54193
18:42.0,54165
18:43.0,54141
18:44.0,54147
18:45.0,54161
18:46.0,54160
18:47.0,54160
18:48.0,54105
18:49.0,54129
18:50.0,54152
18:51.0,54183
18:52.0,54152
18:53.0,54173
18:54.0,54164
18:55.0,54145
18:56.0,54133
18:57.0,54109
18:58.0,54129
18:59.0,54122
19:00.0,54097
19:01.0,54098
19:02.0,54125
19:03.0,54100
19:04.0,54094
19:05.0,54101
19:06.0,54087
19:07.0,54104
19:08.0,54081
19:09.0,54092
19:10.0,54105
19:11.0,53941
19:12.0,53887
19:13.0,53924
19:14.0,53888
19:15.0,53923
19:16.0,53982
19:17.0,53990
19:18.0,53995
19:19.0,54047
19:20.0,54080
19:21.0,54077
19:22.0,54055
19:23.0,54047
19:24.0,54054
19:25.0,54045
19:25.9,54040
19:26.9,54041
19:27.9,54046
19:28.9,54045
19:29.9,54030
19:30.9,54039
19:31.9,54036
19:32.9,54039
19:33.9,54025
19:34.9,54050
19:35.9,54035
19:36.9,54030
19:37.9,54047
19:38.9,54056
19:39.9,54055
19:40.9,54044
19:41.9,54069
19:42.9,54090
19:43.9,54292
19:44.9,54295
19:45.9,54316
19:46.9,54299
19:47.9,54299
19:48.9,54320
19:49.9,54292
19:50.9,54261
19:51.9,54105
19:52.9,54114
19:53.9,54118
19:54.9,54130
19:55.9,54150
19:56.9,54190
19:57.9,54208
19:58.9,54209
19:59.9,54300
20:00.9,54342
20:01.9,54346
20:02.9,54344
20:03.9,54326
20:04.9,54310
20:05.9,54309
20:06.9,54309
20:07.9,54304
20:08.9,54322
20:09.9,54293
20:10.9,54313
20:11.9,54312
20:12.9,54317
20:13.9,54325
20:14.9,54314
20:15.9,54340
20:16.9,54308
20:17.9,54303
20:18.9,54337
20:19.9,54315
20:20.9,54296
20:21.9,54305
20:22.9,54298
20:23.9,54315
20:24.9,54316
20:25.9,54268
20:26.9,54295
20:27.9,54301
20:28.9,54300
20:29.9,54322
20:30.9,54313
20:31.9,54301
20:32.9,54255
20:33.9,54284
20:34.9,54323
20:35.9,54296
20:36.9,54311
20:37.9,54308
20:38.9,54301
20:39.9,54284
20:40.9,54290
20:41.9,54272
20:42.9,54328
20:43.9,54535
20:44.9,54514
20:45.9,54516
20:46.9,54527
20:47.9,54501
20:48.9,54522
20:49.9,54513
20:50.9,54490
20:51.9,54478
20:52.9,54491
20:53.9,54485
20:54.9,54489
20:55.9,54465
20:56.9,54465
20:57.9,54455
20:58.9,54436
20:59.9,54442
21:00.9,54442
21:01.9,54456
21:02.9,54436
21:03.9,54422
21:04.9,54423
21:05.9,54417
21:06.9,54411
21:07.9,54422
21:08.9,54408
21:09.9,54337
21:10.9,54340
21:11.9,54377
21:12.9,54396
21:13.9,54410
21:14.9,54387
21:15.9,54383
21:16.9,54373
21:17.9,54382
21:18.9,54392
21:19.9,54365
21:20.9,54395
21:21.9,54407
21:22.9,54395
21:23.9,54413
21:24.9,54405
21:25.9,54398
21:26.9,54408
21:27.9,54390
21:28.9,54382
21:29.9,54373
21:30.9,54361
21:31.9,54384
21:32.9,54390
21:33.9,54389
21:34.9,54373
21:35.9,54354
21:36.9,54370
21:37.9,54364
21:38.9,54397
21:39.9,54418
21:40.9,54376
21:41.9,54378
21:42.9,54395
21:43.9,54377
21:44.9,54374
21:45.9,54356
21:46.9,54350
21:47.9,54335
21:48.9,54371
21:49.9,54352
21:50.9,54343
21:51.9,54366
21:52.9,54332
21:53.9,54333
21:54.9,54340
21:55.9,54331
21:56.9,54345
21:57.9,54353
21:58.9,54355
21:59.9,54376
22:00.9,54371
22:01.9,54344
22:02.9,54357
22:03.9,54353
22:04.9,54347
22:05.9,54335
22:06.9,54336
22:07.9,54331
22:08.9,54359
22:09.9,54307
22:10.9,54314
22:11.9,54313
22:12.9,54311
22:13.9,54324
22:14.9,54292
22:15.9,54257
22:16.9,54296
22:17.8,54281
22:18.8,54277
22:19.8,54262
22:20.8,54251
22:21.8,54266
22:22.8,54278
22:23.8,54240
22:24.8,54278
22:25.8,54251
22:26.8,54243
22:27.8,54248
22:28.8,54235
22:29.8,54226
22:30.8,54241
22:31.8,54236
22:32.8,54234
22:33.8,54218
22:34.8,54235
22:35.8,54264
22:36.8,54237
22:37.8,54234
22:38.8,54259
22:39.8,54218
22:40.8,54236
22:41.8,54202
22:42.8,54189
22:43.8,54330
22:44.8,54354
22:45.8,54331
22:46.8,54353
22:47.8,54321
22:48.8,54316
22:49.8,54351
22:50.8,54293
22:51.8,54329
22:52.8,54311
22:53.8,54290
22:54.8,54323
22:55.8,54286
22:56.8,54292
22:57.8,54318
22:58.8,54291
22:59.8,54291
23:00.8,54177
23:01.8,54150
23:02.8,54241
23:03.8,54262
23:04.8,54261
23:05.8,54279
23:06.8,54245
23:07.8,54253
23:08.8,54271
23:09.8,54246
23:10.8,54256
23:11.8,54243
23:12.8,54244
23:13.8,54239
23:14.8,54241
23:15.8,54222
23:16.8,54232
23:17.8,54231
23:18.8,54220
23:19.8,54225
23:20.8,54209
23:21.8,54229
23:22.8,54220
23:23.8,54207
23:24.8,54197
23:25.8,54214
23:26.8,54210
23:27.8,54235
23:28.8,54199
23:29.8,54211
23:30.8,54230
23:31.8,54194
23:32.8,54191
23:33.8,54217
23:34.8,54199
23:35.8,54190
23:36.8,54195
23:37.8,54043
23:38.8,54121
23:39.8,54146
23:40.8,54191
23:41.8,54195
23:42.8,54213
23:43.8,54407
23:44.8,54413
23:45.8,54410
23:46.8,54416
23:47.8,54431
23:48.8,54418
23:49.8,54413
23:50.8,54403
23:51.8,54419
23:52.8,54394
23:53.8,54374
23:54.8,54364
23:55.8,54398
23:56.8,54389
23:57.8,54404
23:58.8,54403
23:59.8,54404
24:00.8,54436
24:01.8,54390
24:02.8,54389
24:03.8,54392
24:04.8,54397
24:05.8,54409
24:06.8,54407
24:07.8,54401
24:08.8,54387
24:09.8,54391
24:10.8,54394
24:11.8,54393
24:12.8,54376
24:13.8,54393
24:14.8,54390
24:15.8,54378
24:16.8,54362
24:17.8,54302
24:18.8,54378
24:19.8,54411
24:20.8,54423
24:21.8,54413
24:22.8,54413
24:23.8,54408
24:24.8,54390
24:25.8,54389
24:26.8,54409
24:27.8,54380
24:28.8,54395
24:29.8,54373
24:30.8,54406
24:31.8,54407
24:32.8,54400
24:33.8,54394
24:34.8,54354
24:35.8,54368
24:36.8,54388
24:37.8,54354
24:38.8,54381
24:39.8,54366
24:40.8,54358
24:41.8,54367
24:42.8,54385
24:43.8,54366
24:44.8,54393
24:45.8,54343
24:46.8,54367
24:47.8,54381
24:48.8,54371
24:49.8,54363
24:50.8,54366
24:51.8,54351
24:52.8,54366
24:53.8,54317
24:54.8,54332
24:55.8,54354
24:56.8,54331
24:57.8,54347
24:58.8,54365
24:59.8,54348
25:00.8,54368
25:01.8,54351
25:02.8,54353
25:03.8,54370
25:04.8,54342
25:05.8,54347
25:06.8,54356
25:07.8,54350
25:08.7,54356
25:09.7,54353
25:10.7,54329
25:11.7,54369
25:12.7,54324
25:13.7,54318
25:14.7,54338
25:15.7,54335
25:16.7,54328
25:17.7,54307
25:18.7,54296
25:19.7,54314
25:20.7,54304
25:21.7,54269
25:22.7,54290
25:23.7,54270
25:24.7,54277
25:25.7,54295
25:26.7,54265
25:27.7,54240
25:28.7,54261
25:29.7,54258
25:30.7,54272
25:31.7,54274
25:32.7,54243
25:33.7,54256
25:34.7,54268
25:35.7,54248
25:36.7,54241
25:37.7,54238
25:38.7,54233
25:39.7,54259
25:40.7,54228
25:41.7,54246
25:42.7,54181
25:43.7,54239
25:44.7,54294
25:45.7,54273
25:46.7,54280
25:47.7,54284
25:48.7,54257
25:49.7,54251
25:50.7,54274
25:51.7,54250
25:52.7,54282
25:53.7,54244
25:54.7,54248
25:55.7,54263
25:56.7,54226
25:57.7,54267
25:58.7,54261
25:59.7,54242
26:00.7,54247
26:01.7,54260
26:02.7,54240
26:03.7,54252
26:04.7,54253
26:05.7,54211
26:06.7,54236
26:07.7,54238
26:08.7,54246
26:09.7,54272
26:10.7,54258
26:11.7,54234
26:12.7,54248
26:13.7,54229
26:14.7,54230
26:15.7,54195
26:16.7,54246
26:17.7,54217
26:18.7,54231
26:19.7,54217
26:20.7,54240
26:21.7,54079
26:22.7,54159
26:23.7,54249
26:24.7,54233
26:25.7,54243
26:26.7,54251
26:27.7,54227
26:28.7,54267
26:29.7,54231
26:30.7,54231
26:31.7,54217
26:32.7,54198
26:33.7,54212
26:34.7,54230
26:35.7,54201
26:36.7,54217
26:37.7,54200
26:38.7,54212
26:39.7,54216
26:40.7,54200
26:41.7,54226
26:42.7,54224
26:43.7,54314
26:44.7,54318
26:45.7,54322
26:46.7,54313
26:47.7,54295
26:48.7,54304
26:49.7,54330
26:50.7,54308
26:51.7,54290
26:52.7,54315
26:53.7,54295
26:54.7,54295
26:55.7,54294
26:56.7,54312
26:57.7,54282
26:58.7,54298
26:59.7,54286
27:00.7,54274
27:01.7,54286
27:02.7,54263
27:03.7,54233
27:04.7,54249
27:05.7,54252
27:06.7,54276
27:07.7,54260
27:08.7,54262
27:09.7,54253
27:10.7,54260
27:11.7,54243
27:12.7,54265
27:13.7,54246
27:14.7,54231
27:15.7,54252
27:16.7,54250
27:17.7,54246
27:18.7,54246
27:19.7,54251
27:20.7,54254
27:21.7,54226
27:22.7,54229
27:23.7,54246
27:24.7,54230
27:25.7,54213
27:26.7,54209
27:27.7,54167
27:28.7,54222
27:29.7,54201
27:30.7,54210
27:31.7,54216
27:32.7,54173
27:33.7,54182
27:34.7,54198
27:35.7,54170
27:36.7,54184
27:37.7,54199
27:38.7,54164
27:39.7,54162
27:40.7,54158
27:41.7,54184
27:42.7,54182
27:43.7,54189
27:44.7,54169
27:45.7,54191
27:46.7,54150
27:47.7,54185
27:48.7,54176
27:49.7,54147
27:50.7,54181
27:51.7,54156
27:52.7,54142
27:53.7,54150
27:54.7,54138
27:55.7,54127
27:56.7,54139
27:57.7,54135
27:58.7,54124
27:59.7,54117
28:00.7,54115
28:01.7,54096
28:02.7,54103
28:03.6,54102
28:04.6,54107
28:05.6,54082
28:06.6,54102
28:07.6,54121
28:08.6,54095
28:09.6,54086
28:10.6,54087
28:11.6,54077
28:12.6,54063
28:13.6,54054
28:14.6,54046
28:15.6,54079
28:16.6,54065
28:17.6,54058
28:18.6,54073
28:19.6,54059
28:20.6,54069
28:21.6,54067
28:22.6,54079
28:23.6,54106
28:24.6,54079
28:25.6,54067
28:26.6,54087
28:27.6,54061
28:28.6,54074
28:29.6,54080
28:30.6,54065
28:31.6,54079
28:32.6,54085
28:33.6,54062
28:34.6,54065
28:35.6,54061
28:36.6,54076
28:37.6,54073
28:38.6,54056
28:39.6,54080
28:40.6,54047
28:41.6,54042
28:42.6,54171
28:43.6,54304
28:44.6,54290
28:45.6,54308
28:46.6,54319
28:47.6,54296
28:48.6,54309
28:49.6,54293
28:50.6,54304
28:51.6,54342
28:52.6,54280
28:53.6,54325
28:54.6,54328
28:55.6,54305
28:56.6,54306
28:57.6,54289
28:58.6,54313
28:59.6,54333
29:00.6,54320
29:01.6,54305
29:02.6,54348
29:03.6,54309
29:04.6,54324
29:05.6,54310
29:06.6,54320
29:07.6,54315
29:08.6,54314
29:09.6,54326
29:10.6,54351
29:11.6,54315
29:12.6,54338
29:13.6,54341
29:14.6,54330
29:15.6,54341
29:16.6,54321
29:17.6,54314
29:18.6,54337
29:19.6,54304
29:20.6,54303
29:21.6,54348
29:22.6,54306
29:23.6,54294
29:24.6,54315
29:25.6,54290
29:26.6,54284
29:27.6,54292
29:28.6,54306
29:29.6,54291
29:30.6,54304
29:31.6,54278
29:32.6,54297
29:33.6,54286
29:34.6,54276
29:35.6,54298
29:36.6,54246
29:37.6,54252
29:38.6,54275
29:39.6,54268
29:40.6,54292
29:41.6,54283
29:42.6,54334
29:43.6,54529
29:44.6,54503
29:45.6,54506
29:46.6,54504
29:47.6,54493
29:48.6,54484
29:49.6,54471
29:50.6,54475
29:51.6,54474
29:52.6,54472
29:53.6,54473
29:54.6,54473
29:55.6,54453
29:56.6,54444
29:57.6,54451
29:58.6,54453
29:59.6,54456
30:00.6,54432
30:01.6,54404
30:02.6,54446
30:03.6,54407
30:04.6,54399
30:05.6,54431
30:06.6,54401
30:07.6,54396
30:08.6,54390
30:09.6,54387
30:10.6,54376
30:11.6,54378
30:12.6,54338
30:13.6,54378
30:14.6,54376
30:15.6,54333
30:16.6,54330
30:17.6,54363
30:18.6,54324
30:19.6,54331
30:20.6,54324
30:21.6,54329
30:22.6,54307
30:23.6,54311
30:24.6,54328
30:25.6,54325
30:26.6,54291
30:27.6,54305
30:28.6,54297
30:29.6,54316
30:30.6,54317
30:31.6,54299
30:32.6,54312
30:33.6,54292
30:34.6,54264
30:35.6,54299
30:36.6,54284
30:37.6,54274
30:38.6,54284
30:39.6,54272
30:40.6,54288
30:41.6,54263
30:42.6,54272
30:43.6,54279
30:44.6,54274
30:45.6,54271
30:46.6,54268
30:47.6,54274
30:48.6,54262
30:49.6,54273
30:50.6,54236
30:51.6,54248
30:52.6,54248
30:53.5,54246
30:54.5,54248
30:55.5,54254
30:56.5,54234
30:57.5,54257
30:58.5,54238
30:59.5,54237
31:00.5,54245
31:01.5,54243
31:02.5,54234
31:03.5,54242
31:04.5,54261
31:05.5,54245
31:06.5,54219
31:07.5,54227
31:08.5,54262
31:09.5,54216
31:10.5,54219
31:11.5,54256
31:12.5,54221
31:13.5,54248
31:14.5,54219
31:15.5,54237
31:16.5,54230
31:17.5,54230
31:18.5,54203
31:19.5,54221
31:20.5,54236
31:21.5,54209
31:22.5,54211
31:23.5,54217
31:24.5,54218
31:25.5,54228
31:26.5,54229
31:27.5,54227
31:28.5,54233
31:29.5,54226
31:30.5,54221
31:31.5,54233
31:32.5,54219
31:33.5,54249
31:34.5,54251
31:35.5,54239
31:36.5,54269
31:37.5,54249
31:38.5,54226
31:39.5,54256
31:40.5,54251
31:41.5,54244
31:42.5,54237
31:43.5,54357
31:44.5,54460
31:45.5,54447
31:46.5,54465
31:47.5,54463
31:48.5,54438
31:49.5,54417
31:50.5,54442
31:51.5,54454
31:52.5,54438
31:53.5,54467
31:54.5,54438
31:55.5,54443
31:56.5,54449
31:57.5,54429
31:58.5,54427
31:59.5,54437
32:00.5,54440
32:01.5,54440
32:02.5,54409
32:03.5,54410
32:04.5,54437
32:05.5,54423
32:06.5,54422
32:07.5,54421
32:08.5,54386
32:09.5,54423
32:10.5,54386
32:11.5,54391
32:12.5,54422
32:13.5,54401
32:14.5,54412
32:15.5,54416
32:16.5,54397
32:17.5,54404
32:18.5,54388
32:19.5,54395
32:20.5,54410
32:21.5,54367
32:22.5,54388
32:23.5,54395
32:24.5,54414
32:25.5,54390
32:26.5,54427
32:27.5,54406
32:28.5,54418
32:29.5,54417
32:30.5,54402
32:31.5,54425
32:32.5,54397
32:33.5,54402
32:34.5,54430
32:35.5,54431
32:36.5,54426
32:37.5,54422
32:38.5,54414
32:39.5,54429
32:40.5,54430
32:41.5,54422
32:42.5,54410
32:43.5,54412
32:44.5,54522
32:45.5,54504
32:46.5,54506
32:47.5,54498
32:48.5,54526
32:49.5,54503
32:50.5,54512
32:51.5,54490
32:52.5,54503
32:53.5,54517
32:54.5,54508
32:55.5,54465
32:56.5,54465
32:57.5,54493
32:58.5,54485
32:59.5,54494
33:00.5,54469
33:01.5,54500
33:02.5,54481
33:03.5,54433
33:04.5,54491
33:05.5,54448
33:06.5,54455
33:07.5,54490
33:08.5,54428
33:09.5,54433
33:10.5,54446
33:11.5,54433
33:12.5,54404
33:13.5,54421
33:14.5,54412
33:15.5,54426
33:16.5,54410
33:17.5,54403
33:18.5,54385
33:19.5,54386
33:20.5,54402
33:21.5,54377
33:22.5,54385
33:23.5,54396
33:24.5,54376
33:25.5,54374
33:26.5,54394
33:27.5,54345
33:28.5,54341
33:29.5,54370
33:30.5,54356
33:31.5,54381
33:32.5,54346
33:33.5,54339
33:34.5,54339
33:35.5,54329
33:36.5,54339
33:37.5,54320
33:38.5,54322
33:39.5,54302
33:40.5,54333
33:41.4,54327
33:42.4,54307
33:43.4,54470
33:44.4,54555
33:45.4,54550
33:46.4,54530
33:47.4,54535
33:48.4,54569
33:49.4,54518
33:50.4,54547
33:51.4,54532
33:52.4,54548
33:53.4,54549
33:54.4,54532
33:55.4,54525
33:56.4,54554
33:57.4,54546
33:58.4,54549
33:59.4,54569
34:00.4,54531
34:01.4,54543
34:02.4,54554
34:03.4,54539
34:04.4,54554
34:05.4,54542
34:06.4,54512
34:07.4,54551
34:08.4,54538
34:09.4,54548
34:10.4,54549
34:11.4,54541
34:12.4,54539
34:13.4,54544
34:14.4,54523
34:15.4,54538
34:16.4,54528
34:17.4,54514
34:18.4,54552
34:19.4,54511
34:20.4,54539
34:21.4,54559
34:22.4,54509
34:23.4,54521
34:24.4,54530
34:25.4,54500
34:26.4,54492
34:27.4,54476
34:28.4,54502
34:29.4,54516
34:30.4,54490
34:31.4,54507
34:32.4,54499
34:33.4,54470
34:34.4,54490
34:35.4,54495
34:36.4,54489
34:37.4,54479
34:38.4,54436
34:39.4,54438
34:40.4,54451
34:41.4,54458
34:42.4,54445
34:43.4,54444
34:44.4,54447
34:45.4,54453
34:46.4,54451
34:47.4,54437
34:48.4,54471
34:49.4,54436
34:50.4,54453
34:51.4,54449
34:52.4,54421
34:53.4,54439
34:54.4,54435
34:55.4,54442
34:56.4,54438
34:57.4,54429
34:58.4,54421
34:59.4,54448
35:00.4,54422
35:01.4,54431
35:02.4,54433
35:03.4,54422
35:04.4,54400
35:05.4,54418
35:06.4,54412
35:07.4,54400
35:08.4,54418
35:09.4,54387
35:10.4,54396
35:11.4,54390
35:12.4,54388
35:13.4,54411
35:14.4,54385
35:15.4,54379
35:16.4,54414
35:17.4,54401
35:18.4,54415
35:19.4,54395
35:20.4,54377
35:21.4,54397
35:22.4,54387
35:23.4,54377
35:24.4,54370
35:25.4,54369
35:26.4,54376
35:27.4,54390
35:28.4,54370
35:29.4,54386
35:30.4,54364
35:31.4,54381
35:32.4,54409
35:33.4,54399
35:34.4,54390
35:35.4,54390
35:36.4,54377
35:37.4,54370
35:38.4,54387
35:39.4,54354
35:40.4,54370
35:41.4,54380
35:42.4,54345
35:43.4,54595
35:44.4,54585
35:45.4,54587
35:46.4,54591
35:47.4,54567
35:48.4,54586
35:49.4,54599
35:50.4,54587
35:51.4,54587
35:52.4,54575
35:53.4,54584
35:54.4,54604
35:55.4,54570
35:56.4,54590
35:57.4,54553
35:58.4,54565
35:59.4,54550
36:00.4,54565
36:01.4,54559
36:02.4,54558
36:03.4,54567
36:04.4,54537
36:05.4,54542
36:06.4,54507
36:07.4,54539
36:08.4,54529
36:09.4,54491
36:10.4,54525
36:11.4,54535
36:12.4,54525
36:13.4,54517
36:14.4,54523
36:15.4,54506
36:16.4,54526
36:17.4,54483
36:18.4,54467
36:19.4,54503
36:20.4,54480
36:21.4,54490
36:22.4,54480
36:23.4,54482
36:24.4,54485
36:25.4,54483
36:26.4,54480
36:27.4,54485
36:28.4,54470
36:29.4,54429
36:30.4,54455
36:31.3,54463
36:32.3,54464
36:33.3,54464
36:34.3,54434
36:35.3,54442
36:36.3,54443
36:37.3,54448
36:38.3,54470
36:39.3,54415
36:40.3,54418
36:41.3,54454
36:42.3,54299
36:43.3,54518
36:44.3,54537
36:45.3,54475
36:46.3,54520
36:47.3,54489
36:48.3,54504
36:49.3,54524
36:50.3,54505
36:51.3,54496
36:52.3,54503
36:53.3,54470
36:54.3,54492
36:55.3,54469
36:56.3,54465
36:57.3,54455
36:58.3,54445
36:59.3,54433
37:00.3,54475
37:01.3,54444
37:02.3,54446
37:03.3,54461
37:04.3,54469
37:05.3,54454
37:06.3,54443
37:07.3,54450
37:08.3,54457
37:09.3,54452
37:10.3,54395
37:11.3,54452
37:12.3,54427
37:13.3,54419
37:14.3,54453
37:15.3,54434
37:16.3,54453
37:17.3,54426
37:18.3,54439
37:19.3,54444
37:20.3,54434
37:21.3,54430
37:22.3,54447
37:23.3,54407
37:24.3,54427
37:25.3,54436
37:26.3,54397
37:27.3,54421
37:28.3,54409
37:29.3,54409
37:30.3,54450
37:31.3,54437
37:32.3,54404
37:33.3,54403
37:34.3,54389
37:35.3,54405
37:36.3,54375
37:37.3,54391
37:38.3,54384
37:39.3,54361
37:40.3,54362
37:41.3,54378
37:42.3,54367
37:43.3,54355
37:56.9,54373
37:57.9,54313
37:58.9,54316
37:59.9,54332
38:00.9,54332
38:01.9,54318
38:02.9,54354
38:03.9,54311
38:04.9,54320
38:05.9,54320
38:06.9,54303
38:07.9,54331
38:08.9,54317
38:09.9,54305
38:10.9,54308
38:11.9,54314
38:12.9,54298
38:13.9,54303
38:14.9,54264
38:15.9,54312
38:16.9,54297
38:17.9,54276
38:18.9,54296
38:19.9,54299
38:20.9,54291
38:21.9,54310
38:22.9,54317
38:23.9,54321
38:24.9,54321
38:25.9,54283
38:26.9,54306
